sno,heading,sub-heading,link
1661,Pregnant woman dies in Tonk mishap,"A pregnant woman on Wednesday died in a Road accident on Kota-Jaipur highway in Tonk district. The deceased was identified as Maya, 35.",https://timesofindia.indiatimes.com/city/ajmer/pregnant-woman-dies-in-tonk-mishap/articleshow/99449733.cms
1662,"Minor loses control of scooter after hitting speed-breaker in Mulund, one dead","Following the death of a minor in a road mishap in Mulund, her father Vishal Ambekar, 42, filed a police complaint. ""My daughter left home to meet her friend.",https://timesofindia.indiatimes.com/city/mumbai/minor-lost-control-of-scooter-after-hitting-speed-breaker/articleshow/100288640.cms
1663,Three killed in accident near Madurai,,https://timesofindia.indiatimes.com/city/madurai/three-killed-in-accident-near-madurai/articleshow/99076556.cms
1664,Goa CM Pramod Sawant appeals to people to ride and drive carefully,"Even as public anger simmers over the spate of road traffic accident deaths, chief minister Pramod Sawant on Tuesday appealed to the people to ride and drive carefully.",https://timesofindia.indiatimes.com/city/goa/goa-cm-pramod-sawant-appeals-to-people-to-ride-and-drive-carefully/articleshow/99070035.cms
1665,"UP man picked up by police; wife, nephew chasing on scooter killed in accident","Superintendent of Police (Rural) Kamlesh Bahadur said Chitra (45) and her nephew Mohit (26) were following the vehicle carrying her husband Chetan Prakash Garg, on a scooter.",https://timesofindia.indiatimes.com/city/meerut/up-man-picked-up-by-police-wife-nephew-chasing-on-scooter-killed-in-accident/articleshow/99847706.cms
1666,₹62L payout for bank manager killed in crash,,https://timesofindia.indiatimes.com/city/bhopal/62l-payout-for-bank-manager-killed-in-crash/articleshow/99898510.cms
1667,"Zirakpur, Derabassi among areas most prone to fatal accidents: Report","According to the accidents analysis report of the road safety committee, Punjab Zirakpur, Derabassi, Lalru and Sohana are most prone to fatal accidents.",https://timesofindia.indiatimes.com/city/chandigarh/zirakpur-derabassi-among-areas-most-prone-to-fatal-accidents-report/articleshow/98108008.cms
1668,"Man, 78, dies in hit and run; pillion rider in another accident",A 78-year-old pedestrian and a 42-year-old pillion rider of a bike were killed and a three-year-old boy was injured in separate Road accidents in Trichy on Friday.,https://timesofindia.indiatimes.com/city/trichy/man-78-dies-in-hit-and-run-pillion-rider-in-another-accident/articleshow/100389909.cms
1669,‘Goa may record 1 accident death per day without urgent and drastic steps’,"One life could be lost to a Road accident per day in Goa if steps are not taken immediately, said Dr Madhu Ghodkirekar, associate professor of forensic medicine at South Goa District Hospital, Margao. Ghodkirekar, also in charge of the mortuary complex of the hospital, was expressing concern over what he called an alarming rate of accidents on Goa’s roads.",https://timesofindia.indiatimes.com/city/goa/goa-may-record-1-accident-death-per-day-without-urgent-and-drastic-steps/articleshow/98189449.cms
1670,Good Samaritans in accidents to be rewarded in Gujarat,The state government on Thursday relaunched the scheme giving awards to Good Samaritans who help victims of Road accidents. Chief minister Bhupendra Patel also launched the website of the Gujarat Road Safety Authority.,https://timesofindia.indiatimes.com/city/ahmedabad/good-samaritans-in-accidents-to-be-rewarded-in-gujarat/articleshow/97156587.cms
1671,Seven women die in Kakinada accident,"In a ghastly Road accident, seven women were killed and seven others injured in Kakinada district on Sunday.",https://timesofindia.indiatimes.com/city/visakhapatnam/seven-women-die-in-kakinada-accident/articleshow/100236879.cms
1672,"Kerala student Sarang, who died in road mishap, scores full A Plus in SSLC examinations","Kerala's general education minister, V Sivankutty, made an emotional announcement regarding this year's SSLC results on Friday. The minister couldn't hold back his tears as he shared the remarkable achievement of a 16-year-old student Sarang who tragically passed away in a .",https://timesofindia.indiatimes.com/city/thiruvananthapuram/kerala-student-sarang-who-died-in-road-mishap-scores-full-a-plus-in-sslc-examinations/articleshow/100362897.cms
1673,"In Bareilly, 4-month-old girl, grandmother killed after truck hits bike, 1 injured","Two persons including a four-month-old girl and her grandmother were killed, while one other was injured in a Road accident on the Bareilly-Haridwar NH 74 on Tuesday, said Jahanabad police station SHO Ashok Pal.",https://timesofindia.indiatimes.com/city/bareilly/in-bareilly-4-month-old-girl-grandmother-killed-after-truck-hits-bike-1-injured/articleshow/99598243.cms
1674,Donated organs of brain dead man save 3 lives,"The family of a 40-year-old man, who had suffered fatal injuries in a Road accident on May 24, donated his organs after doctors declared him brain dead on May 29, saving the lives of three people.",https://timesofindia.indiatimes.com/city/pune/donated-organs-of-brain-dead-man-save-3-lives/articleshow/100665081.cms
1675,Five of a family killed in accident on Purvanchal expressway in UP,"Five members of a family, including a couple, died in a Road accident on Purvanchal Expressway in Azamgarh district late on Saturday night when the vehicle they were travelling in hit a bamboo-laden tractor-trolley from behind.",https://timesofindia.indiatimes.com/city/varanasi/five-of-a-family-killed-in-accident-on-purvanchal-expressway-in-up/articleshow/99896679.cms
1676,"Parents donate organs of 3-yr-old brain-dead son, save four lives",A three-year-old Dombivli boy saved four lives when his parents donated his organs after he was declared brain dead at Parel's Wadia Hospital.,https://timesofindia.indiatimes.com/city/mumbai/parents-donate-organs-of-3-yr-old-brain-dead-son-save-four-lives/articleshow/100949288.cms
1677,Vet killed in accident near Viholi village,,https://timesofindia.indiatimes.com/city/nashik/vet-killed-in-accident-near-viholi-village/articleshow/99048729.cms
1678,Two students from Hyderabad killed in US car-trailer smash,Two students from Hyderabad were killed in a Road accident in the United States when the car they were travelling in rammed a tractor-trailer on the Johnsburg highway in Kentucky on April 24.,https://timesofindia.indiatimes.com/city/hyderabad/two-students-from-hyderabad-killed-in-us-car-trailer-smash/articleshow/99799400.cms
1679,"Himachal Pradesh ravaged by torrential rainfall; 5 dead, 200 stranded","Heavy and continuous rainfall in Himachal Pradesh has led to the unfortunate loss of five lives, while over 200 individuals are stranded in the Chandertal area of Lahaul-Spiti district.",https://timesofindia.indiatimes.com/city/shimla/himachal-pradesh-ravaged-by-torrential-rainfall-5-dead-200-stranded/articleshow/101613607.cms
1680,2 farm hands die in accident in Telangana,Two farm labourers were killed and 15 others sustained injuries in a Road accident at Chalivagu flyover under the Parkal police station limits on Wednesday.,https://timesofindia.indiatimes.com/city/hyderabad/2-farm-hands-die-in-accident-in-telangana/articleshow/99103082.cms
1681,4 killed as vehicle overturns in Gumla,,https://timesofindia.indiatimes.com/city/ranchi/4-killed-as-vehicle-overturns-in-gumla/articleshow/99973946.cms
1682,"JSR Police gets first-aid kits, stretchers for accident victims",,https://timesofindia.indiatimes.com/city/ranchi/jsr-police-gets-first-aid-kits-stretchers-for-accident-victims/articleshow/99076232.cms
1683,"In backdrop of rising accidents, Pramod Sawant calls for audit of roads","Chief minister Pramod Sawant on Wednesday called for an audit of the state’s roads during a meeting with officials of the transport, public works, police and health departments. The meeting was called to discuss measures to curb rising s in the state.",https://timesofindia.indiatimes.com/city/goa/in-backdrop-of-rising-accidents-sawant-calls-for-audit-of-roads/articleshow/98161567.cms
1684,3 killed as car rams truck in Rajgarh,,https://timesofindia.indiatimes.com/city/bhopal/3-killed-as-car-rams-truck-in-rajgarh/articleshow/99701489.cms
1685,Five good samaritans feted for helping accident victims in Chhapra district,"The district transport department in Chhapra, India, on Wednesday honored five people who had acted as good Samaritans during Road accidents. The department has started a road safety week from January 11 to 17, during which various activities will be conducted to raise awareness about road safety. Among the people honored were residents of Beldari village under Doudpur police station, Ashok Kumar Sah from Sajjanpur under Dariapur police station, Manoj Kumar Singh from Bahoran Singh Ka Tola Manjhi under Manjhi police station, and Ajmatullah Khan from Kopa village. The department has recommended these names to the respective police stations, and the five individuals were presented with a bouquet and a shawl by the district magistrate and the superintendent of police. The department has also stated that during this week, eye checkup camps will be organized for commercial drivers and their health will be examined to minimize s.",https://timesofindia.indiatimes.com/city/patna/five-good-samaritans-for-accidentvictims-feted-in-chhapra-district/articleshow/96926799.cms
1686,5 good samaritans in Saran feted for helping accident victims in dist,"The district transport department in Chhapra, India, on Wednesday honored five people who had acted as good Samaritans during Road accidents. The department has started a road safety week from January 11 to 17, during which various activities will be conducted to raise awareness about road safety. Among the people honored were residents of Beldari village under Doudpur police station, Ashok Kumar Sah from Sajjanpur under Dariapur police station, Manoj Kumar Singh from Bahoran Singh Ka Tola Manjhi under Manjhi police station, and Ajmatullah Khan from Kopa village. The department has recommended these names to the respective police stations, and the five individuals were presented with a bouquet and a shawl by the district magistrate and the superintendent of police. The department has also stated that during this week, eye checkup camps will be organized for commercial drivers and their health will be examined to minimize s.",https://timesofindia.indiatimes.com/city/patna/5-good-samaritans-in-saran-feted-for-helping-accident-victims-in-dist/articleshow/96926770.cms
1687,One killed in ST bus-truck collision,,https://timesofindia.indiatimes.com/city/vadodara/one-killed-in-st-bus-truck-collision/articleshow/99005007.cms
1688,Anjuna cop dies in head-on collision at Canacona,,https://timesofindia.indiatimes.com/city/goa/anjuna-cop-dies-in-head-on-collision-at-canacona/articleshow/99388578.cms
1689,Kol biker couple killed in accident near Lucknow,"A middle-aged couple from the Naktala area died in a Road accident in Barabanki, about 30km east of Lucknow, early on Saturday. Subrata Sanyal (53) and his wife Paramita (45) were on a bike trip to Ladakh and rammed a divider on Purvanchal Expressway.",https://timesofindia.indiatimes.com/city/kolkata/kol-biker-couple-killed-in-accident-near-lucknow/articleshow/100405209.cms
1690,2 kids among 3 killed after vehicle falls into gorge in Rishikesh,"Three people, including two children, were killed after a vehicle in which they were travelling fell into a gorge on Neelkanth temple road under Lakshman Jhula police limits in Pauri Garhwal on Sunday. Ten others also sustained serious injuries and have been admitted to AIIMS Rishikesh by the police.",https://timesofindia.indiatimes.com/city/dehradun/2-kids-among-3-killed-after-vehicle-falls-into-gorge-in-rishikesh/articleshow/98789339.cms
