sno,heading,sub-heading,link
2969,TN: Brain dead woman gives lease of life to five,"A 37-year-old woman, who was declared brain dead at a private hospital in Madurai on Sunday, gave a new lease of life to five patients, as her liver, kidney and eyes were harvested for transplantation.",https://timesofindia.indiatimes.com/city/madurai/tn-brain-dead-woman-gives-lease-of-life-to-five/articleshow/68139390.cms
2970,"PWD identifies 3 accident-prone ‘black spots’, Jaypee Infratech finds 30 on 165.5km-long Yamuna e-way","A reply to an RTI query by Yamuna Expressway Industrial Development Authority (YEIDA) has revealed that PWD engineers have identified only three ‘black spots’ which reported highest number of accidents on Yamuna Expressway, including two in the Greater Noida area and one in Mathura. But, the private concessioner Jaypee Infratech who is operating the expressway, claimed that there 30 accident prone spots on the 165.5 km long stretch.",https://timesofindia.indiatimes.com/city/agra/pwd-identifies-3-accident-prone-black-spots-jaypee-infratech-finds-30-on-165-5km-long-yamuna-e-way/articleshow/66499488.cms
2971,Court orders compensation 20 years after accident,Manish Khristi (49) had to wait two decades to get compensation for an accident which left him paraplegic.,https://timesofindia.indiatimes.com/city/ahmedabad/court-orders-compensation-20-years-after-accident/articleshow/71174910.cms
2972,Coimbatore police set up database of accident documents,": Following the directions of the Madras high court, the Coimbatore city police introduced a system to upload details of all Road accidents online to provide access to insurance companies, victims and accused. This will make the process of insurance claims hassle-free, thus helping the accident victims.",https://timesofindia.indiatimes.com/city/coimbatore/coimbatore-police-set-up-database-of-accident-documents/articleshow/57412842.cms
2973,"Two killed, 22 injured in bus accident on Jammu-Pathankot highway",,https://timesofindia.indiatimes.com/city/surat/two-killed-22-injured-in-bus-accident-on-jammu-pathankot-highway/articleshow/67712519.cms
2974,"NH-8 accidents up by 158% in 2017, 5 spots most unsafe in Gurugram: Study",,https://timesofindia.indiatimes.com/city/gurgaon/nh-8-accidents-up-by-158-in-2017-5-spots-most-unsafe-in-city-study/articleshow/63965463.cms
2975,Couple killed as dumper hits bike,,https://timesofindia.indiatimes.com/city/kanpur/couple-killed-as-dumper-hits-bike/articleshow/68445650.cms
2976,"Two dead, over dozen injured in Bulandshahr pile-up","Meerut: Road accidents due to dense fog claimed two lives on Thursday. A vehicle pile-up was reported from NH 91 near Dussehra village in Bulandshahr in the morning, in which Meerut resident Salauddin and Itawah-based Prem Chand Yadav, a truck driver, died",https://timesofindia.indiatimes.com/city/meerut/two-dead-over-dozen-injured-in-bulandshahr-pile-up/articleshow/62197341.cms
2977,Survey identifies 37 most accident-prone spots in city,,https://timesofindia.indiatimes.com/city/nagpur/survey-identifies-37-most-accident-prone-spots-in-city/articleshow/63887261.cms
2978,"Child, aunt die in SUV crash",,https://timesofindia.indiatimes.com/city/bhopal/child-aunt-die-in-suv-crash/articleshow/67596653.cms
2979,"Soon, smart cat's eyes to avert accidents at black spots in Mohali","With an aim to control Road accidents and ensure smooth flow of traffic in the district, the Mohali district administration will install high-tech lights, commonly referred to as ""smart cat's eyes"", at black spots - the locations infamous as accident-prone areas, said deputy commissioner Girish Dayalan on Friday.",https://timesofindia.indiatimes.com/city/chandigarh/soon-smart-cats-eyes-to-avert-accidents-at-black-spots-in-mohali/articleshow/71659645.cms
2980,"Three killed, one critical as speeding truck rams stationary truck",,https://timesofindia.indiatimes.com/city/bareilly/three-killed-one-critical-as-speeding-truck-rams-stationary-truck/articleshow/70414738.cms
2981,"5 of a Afghan family injured, a toddler dead in accident on Yamuna E-way",,https://timesofindia.indiatimes.com/city/agra/5-of-a-afghan-family-injured-a-toddler-dead-in-accident-on-yamuna-e-way/articleshow/63658222.cms
2982,"Soldier came home for son’s last rites, killed in Kulgam",,https://timesofindia.indiatimes.com/city/srinagar/soldier-came-home-for-sons-last-rites-killed/articleshow/65865019.cms
2983,Mohali: NRI killed as SUV hits cab,,https://timesofindia.indiatimes.com/city/chandigarh/nri-killed-as-suv-hits-cab-on-airport-road/articleshow/68246719.cms
2984,Salt Lake youth sets self afire ‘to meet dead mom’,,https://timesofindia.indiatimes.com/city/kolkata/salt-lake-youth-sets-self-afire-to-meet-dead-mom/articleshow/68983168.cms
2985,"At 23,219 in a yearr, UP tops road, rail accident deaths","With 23,219 deaths in a year, Uttar Pradesh leads the country in the number of fatalities in road and rail accidents, according to latest data released by the National Crime Records Bureau (NCRB).",https://timesofindia.indiatimes.com/city/agra/at-23219-in-a-yr-up-tops-road-rail-accident-deaths/articleshow/56394486.cms
2986,Sundays most accident prone in Himachal: Report,"Roads in Himachal Pradesh with 682 black spots are turning fatal.At an average of 27 per day, majority of the accidents happen on Sunday, according to figures provided by 108 National Ambulance Service (NAS).",https://timesofindia.indiatimes.com/city/shimla/sundays-most-accident-prone-in-himachal-report/articleshow/58676576.cms
2987,Two die as car crashes into parked truck near Por,,https://timesofindia.indiatimes.com/city/vadodara/two-die-as-car-crashes-into-parked-truck-near-por/articleshow/68209306.cms
2988,"Mercedes rams two bikes on Golf Course Road, four injured","In yet another accident on the Golf Course Road, a Mercedes car hit two motorcycles on Wednesday, injuring four people.",https://timesofindia.indiatimes.com/city/gurgaon/mercedes-rams-two-bikes-on-golf-course-rd-4-injured/articleshow/72909927.cms
2989,NSA invoked against three people for setting Jalesar CO’s vehicle on fire,,https://timesofindia.indiatimes.com/city/agra/nsa-invoked-against-three-people-for-setting-jalesar-cos-vehicle-on-fire/articleshow/68928143.cms
2990,Tripura student dies in Manipur bike accident,A nursing student from Tripura studying at the Regional Institute of Medical Science (RIMS) in Imphal died in a Road accident on Saturday.,https://timesofindia.indiatimes.com/city/agartala/tripura-student-dies-in-manipur-bike-accident/articleshow/68145756.cms
2991,AIADMK MP survives car accident,"A day after AIADMK Lok Sabha member S Rajendran, who won from Villupuram constituency, died in a Road accident, the ruling party's Kallakurichi MP K Kamaraj met with an accident near here on Sunday morning.",https://timesofindia.indiatimes.com/city/salem/aiadmk-mp-survives-car-accident/articleshow/68144997.cms
2992,7 killed as SUV rams into a stationary truck,"Seven persons were killed and a child was injured when their SUV rammed into a stationary truck on the national highway here today, police said.",https://timesofindia.indiatimes.com/city/amritsar/7-killed-as-suv-rams-into-a-stationary-truck/articleshow/64629027.cms
2993,"In times of Covid-19, hospital ERs flooded with fall injuries and quick-fix pleas",,https://timesofindia.indiatimes.com/city/mumbai/in-times-of-covid-19-hospital-ers-flooded-with-fall-injuries-and-quick-fix-pleas/articleshow/75859894.cms
2994,Kolkata: Five injured in three accidents; woman critical,"Five persons, including a 32-year-old woman, were injured in three Road accidents in Kolkata since Saturday night.",https://timesofindia.indiatimes.com/city/kolkata/five-injured-in-three-accidents-woman-critical/articleshow/71999080.cms
2995,Ahmedabad recorded 16.5% rise in fatal accidents,"The city witnessed the highest rise among Gujarat cities in road fatalities in 2016 with 16.5% rise whereas Surat ranked second with 11%. Overall, Gujarat recorded a slight fall at -1.1%, mentioned ‘Accidental Deaths and Suicides in India’ report by National Crime Records Bureau (NCRB).",https://timesofindia.indiatimes.com/city/ahmedabad/city-recorded-16-5-rise-in-fatal-accidents/articleshow/71998719.cms
2996,Bengaluru: Brain dead farmer saves six lives,,https://timesofindia.indiatimes.com/city/bengaluru/bengaluru-brain-dead-farmer-saves-six-lives/articleshow/68117578.cms
2997,"Now, ‘Smart Eye’ to alert cops, hospital about accidents",,https://timesofindia.indiatimes.com/city/dehradun/now-smart-eye-to-alert-cops-hosp-about-accidents/articleshow/62855859.cms
2998,Bad day for elderly in Chennai as 4 killed in separate incidents,"Four elderly citizens died in separate incidents - one in a Road accident, another of burns, a third slipped to death, while a fourth got electrocuted.",https://timesofindia.indiatimes.com/city/chennai/bad-day-for-elderly-in-chennai-as-4-killed-in-separate-incidents/articleshow/72663830.cms
2999,Tribunal awards 12.5L to kin of accident victim,"The Motor Accident Claims Tribunal (Mact), Chandigarh, has awarded Rs 12.5 lakh to the family members of a man who died in a Road accident in January 2017.",https://timesofindia.indiatimes.com/city/chandigarh/tribunal-awards-12-5l-to-kin-of-accident-victim/articleshow/69534720.cms
3000,Four of family die in accident near Godhra,,https://timesofindia.indiatimes.com/city/vadodara/four-of-family-die-in-accident-near-godhra/articleshow/65075899.cms
3001,Stray cattle killed 241 in Haryana in 2 years,,https://timesofindia.indiatimes.com/city/chandigarh/stray-cattle-killed-241-in-haryana-in-2-years/articleshow/74585085.cms
3002,"At 23,219, UP reports highest number of road, rail accident deaths","With 23,219 deaths, Uttar Pradesh leads the country in the number of fatalities in road and rail accidents, according to data released by the National Crime Records Bureau (NCRB).",https://timesofindia.indiatimes.com/city/agra/at-23219-up-reports-highest-number-of-road-rail-accident-deaths/articleshow/56394327.cms
3003,Survey in city to document needs of accident victims,"It was 1992 when Sunil Kumar Verma, senior scientist at Central Drug Research Institute (CDRI) met with a Road accident that left him paralysed waist down, leaving him in a wheelchair.",https://timesofindia.indiatimes.com/city/lucknow/survey-in-city-to-document-needs-of-accident-victims/articleshow/54725243.cms
3004,CM’s santwana yojana gives new lease of life to accident victims,,https://timesofindia.indiatimes.com/city/bengaluru/cms-santwana-yojana-gives-new-lease-of-life-to-accident-victims/articleshow/55037519.cms
3005,2 killed as car hits mini-truck on NH 66,At least two people were killed and two seriously injured in a Road accident on National Highway 66 near Nayampalli Madi Mallikarjuna Temple near Santhakatte at 10.15am on Saturday.,https://timesofindia.indiatimes.com/city/mangaluru/2-killed-as-car-hits-mini-truck-on-nh-66/articleshow/64992109.cms
3006,CM's santwana yojana gives new lease of life to accident victims,"The much touted Mukhya Mantri Santwana Harish Yojana that provides aid to Road accident victims, has helped 1,844 such victims in Dakshina Kannada district from April 1 to September 30.",https://timesofindia.indiatimes.com/city/mangaluru/cms-santwana-yojana-gives-new-lease-of-life-to-accident-victims/articleshow/55042321.cms
3007,"3 drown, 2 killed in separate incidents in Karur district",,https://timesofindia.indiatimes.com/city/trichy/3-drown-2-killed-in-separate-incidents-in-karur-district/articleshow/68553394.cms
3008,Three killed in Siddipet road tragedy,,https://timesofindia.indiatimes.com/city/hyderabad/three-killed-in-siddipet-road-tragedy/articleshow/65817273.cms
3009,"Bihar: Two killed, one commits suicide in Nalanda district","Two persons, including a woman, were murdered while a minor girl student allegedly committed suicide and a youth was killed in a Road accident in Nalanda on Friday.",https://timesofindia.indiatimes.com/city/patna/two-killed-one-commits-suicide-in-nalanda-dist/articleshow/72298273.cms
3010,"5 killed, 7 injured as cruiser hits lorry on NH-4",,https://timesofindia.indiatimes.com/city/hubballi/5-killed-7-injured-as-cruiser-hits-lorry-on-nh-4/articleshow/62411943.cms
3011,2 bikers killed in separate accidents,,https://timesofindia.indiatimes.com/city/thiruvananthapuram/2-bikers-killed-in-separate-accidents/articleshow/67800291.cms
3012,Andhra Pradesh: Three children among five charred to death in car crash,"Five people of a family including two children were charred to death and another critically injured when their car caught fire after ramming into a roadside safety barrier in Chittoor district on Saturday, police said.",https://timesofindia.indiatimes.com/city/vijayawada/andhra-pradesh-five-of-family-from-bengaluru-charred-to-death-in-car-crash/articleshow/71123792.cms
3013,Hyderabad: Abettor arrested in drunken drive mishap,,https://timesofindia.indiatimes.com/city/hyderabad/hyderabad-abettor-arrested-in-drunken-drive-mishap/articleshow/64808368.cms
3014,Provide at least 48 hour emergency treatment to accident victims: HC to Tamil Nadu,The Madras high court on Tuesday directed the state government to discuss and file a report to put up a mechanism to provide at least 48 hours of emergency medical treatment to Road accident victims.,https://timesofindia.indiatimes.com/city/chennai/provide-at-least-48hr-emergency-treatment-to-accident-victims-hc-to-state/articleshow/69747372.cms
3015,Online petition for free medical care for people injured in road mishaps,,https://timesofindia.indiatimes.com/city/pune/online-petition-for-free-medical-care-for-people-injured-in-road-mishaps/articleshow/62287552.cms
3016,Parents of accident victim spread road safety awareness,"Titiksha, who was killed in a Road accident carried out an awareness drive outside CMS Gomtinagar on Monday.",https://timesofindia.indiatimes.com/city/lucknow/parents-of-accident-victim-spread-road-safety-awareness/articleshow/63589199.cms
3017,"Candles lit, 250 people walk together for safer roads",,https://timesofindia.indiatimes.com/city/chandigarh/candles-lit-250-people-walk-together-for-safer-roads/articleshow/61716795.cms
3018,Four die in accident near Dahod,,https://timesofindia.indiatimes.com/city/vadodara/four-die-in-accident-near-dahod/articleshow/63291361.cms
3019,Culpable homicide case slapped on JDA Circle mishap offender,"After the death of the Road accident victim on Sunday evening, a case of culpable homicide has been registered against the accused, who is presently in judicial custody",https://timesofindia.indiatimes.com/city/jaipur/culpable-homicide-case-slapped-on-jda-circle-mishap-offender/articleshow/70337290.cms
3020,One-year jail to man for killing scooterist,,https://timesofindia.indiatimes.com/city/chandigarh/1-year-jail-to-man-for-killing-scooterist/articleshow/67532842.cms
3021,Thane: Rs 10.18 lakh compensation to parents of man killed in accident,The Thane Motor Accident Claims Tribunal (MACT) in Maharashtra has awarded a compensation of Rs 10.18 lakh to parents of an 18-year-old man who died in a Road accident in 2013.,https://timesofindia.indiatimes.com/city/thane/thane-rs-10-18-lakh-compensation-to-parents-of-man-killed-in-accident/articleshow/71477991.cms
3022,Three injured in three separate accidents in Kolkata,,https://timesofindia.indiatimes.com/city/kolkata/three-injured-in-three-separate-accidents-in-kolkata/articleshow/68979688.cms
3023,Three dead in accidents in Dehradun in a single day,,https://timesofindia.indiatimes.com/city/dehradun/three-including-10-year-old-girl-killed-in-separate-accidents-in-doon/articleshow/68246735.cms
3024,Four killed in two accidents in Assam,"At least four persons were killed in separate road mishaps in the state on Friday. While one Purneshwar Ray was killed in a hit-and-run incident in the Golokganj area of lower Assam’s Dhubri district, three others died on the spot after an accident at Rongjuli in Goalpara district.",https://timesofindia.indiatimes.com/city/guwahati/four-killed-in-two-accidents-in-assam/articleshow/67097917.cms
3025,Police identify 97 accident black spots,,https://timesofindia.indiatimes.com/city/coimbatore/police-identify-97-accident-black-spots/articleshow/65480329.cms
3026,Punjab: Three dead in Patiala highway mishap,Three persons died in a freak Road accident on Rajpura-Ambal National Highway-1 on Sunday.,https://timesofindia.indiatimes.com/city/chandigarh/punjab-three-dead-in-patiala-highway-mishap/articleshow/70234898.cms
3027,Uninsured vehicles to be auctioned in 3 months to pay Tamil Nadu accident victims,"Vehicles involved in accidents, which don’t have active insurance coverage, will henceforth be sold through public action if vehicles owners fail to submit sufficient security within three months.",https://timesofindia.indiatimes.com/city/chennai/uninsured-vehicles-to-be-auctioned-in-3-months-to-pay-tn-accident-victims/articleshow/72555347.cms
3028,6 killed in two Jammu mishaps,,https://timesofindia.indiatimes.com/city/jammu/6-killed-in-two-jammu-mishaps/articleshow/63655254.cms
3029,Kanwariya killed in accident,A 26-year-old kanwariya was killed in a Road accident early on Saturday in Ghazipur.,https://timesofindia.indiatimes.com/city/lucknow/kanwariya-killed-in-accident/articleshow/62868970.cms
3030,Bihar: Seven from Motihari among 14 killed in UP bus mishap,"Altogether 14 people were killed and 31 passengers injured when a bus travelling from Delhi to Motihari in East Champaran crashed into a stationary truck on the Agra-Lucknow Expressway late on Wednesday night. “Seven of those killed in the accident are from Motihari,” said East Champaran DM Raman Kumar.",https://timesofindia.indiatimes.com/city/patna/7-from-motihari-among-14-killed-in-up-bus-mishap/articleshow/74124673.cms
3031,Traffic violators made to visit accident victims,,https://timesofindia.indiatimes.com/city/madurai/traffic-violators-made-to-visit-accident-victims/articleshow/66944918.cms
3032,Tamil Nadu records 10% jump in fatal accidents: SC panel,,https://timesofindia.indiatimes.com/city/chennai/tamil-nadu-records-10-jump-in-fatal-accidents-sc-panel/articleshow/58119473.cms
3033,Two die in hit-and-run accident in Chakan,,https://timesofindia.indiatimes.com/city/pune/two-die-in-hit-and-run-accident-in-chakan/articleshow/68746601.cms
3034,Mass funeral for seven accident victims in Yavatmal’s Pardi,,https://timesofindia.indiatimes.com/city/nagpur/mass-funeral-for-seven-accident-victims-in-yavatmals-pardi/articleshow/67259427.cms
3035,UPSRTC drivers not involved in accident for 10 years to get Rs 1 lakh each,"In yet another initiative to celebrate the birth centenary of Pandit Pandit Deendayal Upadhyay, the state government has decided to give a reward of Rs 1 lakh to drivers of Uttar Pradesh State Road Transport Corporation (UPSRTC) who have not been involved in any in the past 10 years. Officials of the UPSRTC said that the department has identified 100 contractual and permanent drivers under Bareilly division will be rewarded. The list will be sent to the state government in two days",https://timesofindia.indiatimes.com/city/bareilly/upsrtc-drivers-not-involved-in-accident-for-10-years-to-get-rs-1-lakh-each/articleshow/60468938.cms
3036,"One killed, 10 injured as tempo overturns",,https://timesofindia.indiatimes.com/city/coimbatore/one-killed-10-injured-as-tempo-overturns/articleshow/63721175.cms
3037,Rs 16 lakh relief for kin of Chandigarh accident victim,The Motor Accident Claims Tribunal (Mact) awarded a compensation of over Rs 16 lakh to a resident of Ambala who lost his wife in a Road accident that took place in 2017.,https://timesofindia.indiatimes.com/city/chandigarh/rs-16l-relief-for-kin-of-accident-victim/articleshow/70624468.cms
3038,"UP: Narrow escape for passengers as bus hits railing on Yamuna Expressway, body hangs in air; 10 injured",It was a scene straight out of a Hollywood stunt movie. A bus heading to Delhi from the Jhansi district in UP rammed into the divider of a flyover on the Yamuna Expressway and stopped just short of failing about 50 feet down.,https://timesofindia.indiatimes.com/city/agra/up-narrow-escape-for-passengers-as-bus-hits-railing-on-yamuna-expressway-body-hangs-in-air-10-injured/articleshow/71154674.cms
3039,Tasmac outlet shut as man dies in accident after buying liquor,,https://timesofindia.indiatimes.com/city/trichy/tasmac-outlet-shut-as-man-dies-in-accident-after-buying-liquor/articleshow/67136286.cms
3040,"Boy killed, grandfather hurt as bus hits scooter",,https://timesofindia.indiatimes.com/city/jaipur/boy-killed-grandfather-hurt-as-bus-hits-scooter/articleshow/67875808.cms
3041,"One dead, nine injured in four accidents as kanwariya pilgrimage winds through district on Monday",,https://timesofindia.indiatimes.com/city/bareilly/one-dead-nine-injured-in-four-accidents-as-kanwariya-pilgrimage-winds-through-district-on-monday/articleshow/70543144.cms
3042,Three killed as truck rams into car,,https://timesofindia.indiatimes.com/city/vadodara/three-killed-as-truck-rams-into-car/articleshow/65916990.cms
3043,"Gujarat saves money, but people lose lives","Chief minister Vijay Rupani's government decided not to impose fine on pillion riders sans helmet under the amended Motor Vehicles Act recently in a bid to give financial reprieve to the poor. Ironically, in the attempt to save money, people may be losing precious lives.",https://timesofindia.indiatimes.com/city/ahmedabad/gujarat-saves-money-but-people-lose-lives/articleshow/72194401.cms
3044,Faridabad: Engineer who lost son in accident fills potholes,"Frustrated with the state machinery’s failure to fix potholes on Faridabad roads, Manoj Wadhwa, a telecom engineer, and a few friends took to filling up some potholes themselves on Sunday. Wadhwa knows better than others what irreparable loss and pain a crater on the road can cause since he lost his three-year-old son in a pothole-related on the Delhi-Agra highway six years ago.",https://timesofindia.indiatimes.com/city/faridabad/man-who-lost-son-in-accident-fills-potholes/articleshow/73644486.cms
3045,New Sama resident gets one year in jail for killing two in accident,A sessions court sentenced a 27-year-old resident of New Sama to rigorous imprisonment of one year for killing two persons in a Road accident near Panchmukhi Hanuman Temple on Vasna Road here in January 2017.,https://timesofindia.indiatimes.com/city/vadodara/new-sama-resident-gets-one-year-in-jail-for-killing-two-in-accident/articleshow/69191877.cms
3046,Stalin calls on accident victim,"DMK president M K Stalin on Sunday met accident victim Rajeswari alias Anuradha, who is undergoing treatment in a private hospital here, and slammed the ruling AIADMK for the Road accident on November 11.",https://timesofindia.indiatimes.com/city/coimbatore/stalin-calls-on-accident-victim/articleshow/72100650.cms
3047,"Three months after girl's 'accident', cops arrest youth for kidnapping, drugging her","Has the COVID-19 outbreak and the increased burden on the police force affected the investigation of criminal offences? On February 26, a college-going girl had been found critically injured at Aarey Colony and the young man accompanying her told the police they had had a . Three months later, on May 14, police arrested the man, Ajay Bajpai, for having kidnapped the girl and offering her a spiked beverage. The girl's family, who come from modest means, said the police had been apprised of the facts way back in March but no arrest was made then.",https://timesofindia.indiatimes.com/city/mumbai/three-months-after-girls-accident-cops-arrest-youth-for-kidnapping-drugging-her/articleshow/75814498.cms
3048,"4 killed, 6 injured after car rams into a divider while trying to save a nilgai","In a horrific Road accident on Yamuna expressway, 4 including 3 minors were killed and 6 were grievously injured in the intervening night of Monday and Tuesday, after their car rammed into divider while avoiding collision with Nilgai (Antelope).",https://timesofindia.indiatimes.com/city/agra/4-killed-6-injured-after-car-rams-into-a-divider-while-trying-to-save-a-nilgai/articleshow/60840998.cms
3049,"No limits on compensation for accident death, rules Madras high court","The Madras high court has made it clear that utilizing multiple options to get compensation for the death of a person in a motor accident, by their family, particularly when the deceased was the sole breadwinner, cannot be construed as 'double compensation' and prohibited.",https://timesofindia.indiatimes.com/city/chennai/no-limits-on-compensation-for-accident-death-rules-madras-high-court/articleshow/68419627.cms
3050,Class XII student dies in accident,,https://timesofindia.indiatimes.com/city/vadodara/class-xii-student-dies-in-accident/articleshow/68399569.cms
3051,Goa accounts for 0.9% of accidents in country,"But, Severity Increasing Yearly Since ’13",https://timesofindia.indiatimes.com/city/goa/goa-accounts-for-0-9-of-accidents-in-country/articleshow/52511669.cms
3052,Advocate killed as truck rams his car,,https://timesofindia.indiatimes.com/city/trichy/advocate-killed-as-truck-rams-his-car/articleshow/63538518.cms
3053,"Kolkata: No help from police, hospital takes accident victim home","A private hospital in Salt Lake treated a woman, who was hit by a bus near City Centre on Thursday afternoon, took her home in an ambulance after cops did little to trace her family and shifted her to a government hospital as she needed neurological treatment that was not available on their premises.",https://timesofindia.indiatimes.com/city/kolkata/no-help-from-police-hosp-takes-accident-victim-home/articleshow/70900708.cms
3054,"10% of fatal accidents due to RTC buses, say police","Telangana State Road Transport Corporation managing director G V Ramana Rao has claimed that there are ""least number of offenders"", in terms of Road accidents, in the Corporation.",https://timesofindia.indiatimes.com/city/hyderabad/10-of-fatal-accidents-due-to-rtc-buses-say-police/articleshow/62502668.cms
3055,Two high court benches take suo motu cognizance of Pauri bus accident,,https://timesofindia.indiatimes.com/city/dehradun/2-hc-benches-take-suo-motu-cognizance-of-pauri-bus-accident/articleshow/64861232.cms
3056,"Chennai: Class three boy, youth killed in accidents",,https://timesofindia.indiatimes.com/city/chennai/class-iii-boy-youth-killed-in-accidents/articleshow/68339178.cms
3057,"Seven killed, 10 injured in two different road mishaps",,https://timesofindia.indiatimes.com/city/agra/seven-killed-10-injured-in-two-different-road-mishaps/articleshow/59489918.cms
3058,Electricity minister rescues accident victims,,https://timesofindia.indiatimes.com/city/salem/electricity-minister-rescues-accident-victims/articleshow/63965383.cms
3059,13 die on Lucknow-Delhi highway in an accident,A group of 13 persons including two children died in a Road accident that took place in Lakhimpur Kheri district around 5:30am on Saturday.,https://timesofindia.indiatimes.com/city/lucknow/13-die-on-lucknow-delhi-highway-in-an-accident/articleshow/63948871.cms
3060,"8 die, many hurt in separate accidents",,https://timesofindia.indiatimes.com/city/patna/8-die-many-hurt-in-separate-accidents/articleshow/63915548.cms
3061,"UP: Six killed, 40 injured in road mishap in Fatehpur",,https://timesofindia.indiatimes.com/city/kanpur/up-six-killed-40-injured-in-road-mishap-in-fatehpur/articleshow/67512495.cms
3062,"21 dead, 53 injured as bus with pilgrims overturns near Ambaji","At least 21 pilgrims, including four children and three women, died after the bus in which they were travelling overturned at Trishuliya Ghat, some 12km from the temple town of Ambaji in Gujarat's Banaskantha district on Monday afternoon.",https://timesofindia.indiatimes.com/city/ahmedabad/21-dead-53-injured-as-bus-with-pilgrims-overturns-near-ambaji/articleshow/71383724.cms
3063,Bar council suspends 3 lawyers for duplicate accident claims,,https://timesofindia.indiatimes.com/city/chennai/bar-council-suspends-3-lawyers-for-duplicate-accident-claims/articleshow/68237704.cms
3064,Road safety drive for cyclists to check accidents in Cuttack,"The records with crime branch reveals at least 438 cyclists were killed and as many as 1,306 cyclists sustained injuries in Road accidents in the last five years in Odisha.",https://timesofindia.indiatimes.com/city/cuttack/road-safety-drive-for-cyclists-to-check-accidents-in-cuttack/articleshow/53184117.cms
3065,21-year-old man gives life to five people after his death,,https://timesofindia.indiatimes.com/city/thiruvananthapuram/21-year-old-man-gives-life-to-five-people-after-his-death/articleshow/73191648.cms
3066,"Denied access to crematorium, Tamil Nadu dalits ‘airdrop’ dead","Denied the right of way to their crematorium located on the banks of the Palar river through land strips allegedly encroached by two non-dalits, dalit villagers of Narayanapuram near Vanniyambadi have been forced to lower their dead using cradles from atop a 20-ft-high bridge for the past four years",https://timesofindia.indiatimes.com/city/puducherry/denied-access-to-crematorium-tamil-nadu-dalits-airdrop-dead/articleshow/70779500.cms
3067,Only 14 out of 78 accident-prone spots in Tamil Nadu made safe,"Four years after the Union ministry of road transport and highways identified 78 accident black spots along the national highways (NH) in the state, the National Highways Authority of India (NHAI) has taken safety measures for only 14 of them so far. The black spots were identified based on the records of the state police.",https://timesofindia.indiatimes.com/city/chennai/only-14-out-of-78-accident-prone-spots-in-tamil-nadu-made-safe/articleshow/71873720.cms
3068,"Four men booked for killing two, including BJP worker",,https://timesofindia.indiatimes.com/city/bareilly/four-men-booked-for-killing-two-including-bjp-worker/articleshow/67461015.cms
3069,5 die in 2 accidents,,https://timesofindia.indiatimes.com/city/patna/5-die-in-2-accidents/articleshow/66297680.cms
3070,"Half-done cement roads causing accidents, hassle to motorists",,https://timesofindia.indiatimes.com/city/nagpur/half-done-cement-roads-causing-accidents-hassle-to-motorists/articleshow/74558470.cms
3071,"Ambala police get new barricades, body cameras in bid to decrease number of accidents",,https://timesofindia.indiatimes.com/city/chandigarh/ambala-police-get-new-barricades-body-cameras-in-bid-to-decrease-number-of-accidents/articleshow/61074436.cms
3072,"Zero-fatality aim after 5,000 accident deaths",,https://timesofindia.indiatimes.com/city/gurgaon/zero-fatality-aim-after-5000-accident-deaths/articleshow/56507307.cms
3073,Elderly among 2 killed in 2 hit and run cases,A 68-year-old man was among two people who lost their lives in separate Road accidents in the city on Saturday.,https://timesofindia.indiatimes.com/city/delhi/elderly-among-2-killed-in-2-hit-and-run-cases/articleshow/63776447.cms
3074,Six die in accident on Pune-Bengaluru highway,,https://timesofindia.indiatimes.com/city/kolhapur/six-die-in-accident-on-pune-bengaluru-highway/articleshow/67400729.cms
3075,"Vadodara-two dead, five injured as SUV overturns",,https://timesofindia.indiatimes.com/city/vadodara/two-dead-five-injured-as-suv-overturns/articleshow/66611619.cms
3076,Kerala: Very few drunk driving accident cases get reported,,https://timesofindia.indiatimes.com/city/thiruvananthapuram/very-few-drunk-driving-accident-cases-get-reported/articleshow/70527166.cms
3077,Duo held after 2 yrs for killing couple,,https://timesofindia.indiatimes.com/city/trichy/duo-held-after-2-yrs-for-killing-couple/articleshow/74309404.cms
3078,Three dead in Kanbha hit-and-run,,https://timesofindia.indiatimes.com/city/ahmedabad/three-dead-in-kanbha-hit-and-run/articleshow/64441576.cms
3079,Four of family die in accident on NH-24 in Shahjahanpur,"Four members of a family, including two brothers, died while another sustained injury in a road crash in Shahjahanpur district on Saturday morning.",https://timesofindia.indiatimes.com/city/bareilly/four-of-family-die-in-accident-on-nh-24-in-shahjahanpur/articleshow/69908650.cms
3080,"Car crash triggers domino effect in Madhapur, 1 dead","With two major Road accidents in the city still fresh in memory, another Road accident took place at busy Madhapur on Saturday night in which a biker died and four others suffered injuries.",https://timesofindia.indiatimes.com/city/hyderabad/car-crash-triggers-domino-effect-in-madhapur-1-dead/articleshow/58663705.cms
3081,"Seven dead, 1 critical as tempo plunges 25-feet into valley",,https://timesofindia.indiatimes.com/city/vijayawada/7-killed-in-mishap-on-ghat-road/articleshow/71604307.cms
3082,3 youngster killed in accident on Patiala-Sirhind road,,https://timesofindia.indiatimes.com/city/ludhiana/3-youngster-killed-in-accident-on-patiala-sirhind-road/articleshow/65232828.cms
3083,Ambalappuzha accident: Police traces truck and its driver,,https://timesofindia.indiatimes.com/city/kochi/ambalappuzha-accident-police-traces-truck-and-its-driver/articleshow/60752004.cms
